TABLE: ##################################################################################
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: #         ref_tree: __L                                                   #
TABLE: #         ncolumns: 025                                                        #
TABLE: #         content : auc                                                     #
TABLE: #         mode    : avg                                                        #
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: ##################################################################################
TABLEAUC:		I__	_E_	__L	IE_	I_L	_EL	IEL	npp	%br.	#trees	rdepth	depth
TABLEAUC:	I__	0.940	0.783	0.794	0.923	0.923	0.796	0.906	314	 37.88	55	0.35	3.17	
TABLEAUC:	_E_	0.810	0.830	0.867	0.860	0.873	0.852	0.869	285	 34.38	55	0.36	3.07	
TABLEAUC:	__L	0.829	0.794	0.843	0.858	0.880	0.832	0.868	344	 41.50	55	0.36	3.26	
TABLEAUC:	IE_	0.910	0.849	0.870	0.922	0.926	0.863	0.915	209	 25.64	54	0.35	2.98	
TABLEAUC:	I_L	0.926	0.822	0.848	0.929	0.939	0.841	0.918	240	 30.53	52	0.35	3.04	
TABLEAUC:	_EL	0.833	0.842	0.882	0.880	0.902	0.869	0.892	253	 30.52	55	0.35	3.05	
TABLEAUC:	IEL	0.911	0.856	0.874	0.929	0.934	0.867	0.923	196	 24.94	52	0.35	2.97	
WILCOXTABLE:	auc	I__	vs	I__	1.00000
WILCOXTABLE:	auc	I__	vs	_E_	0.17965
WILCOXTABLE:	auc	I__	vs	__L	1.00000
WILCOXTABLE:	auc	I__	vs	IE_	0.58874
WILCOXTABLE:	auc	I__	vs	_EL	0.58874
WILCOXTABLE:	auc	I__	vs	IEL	1.00000
WILCOXTABLE:	auc	_E_	vs	_E_	1.00000
WILCOXTABLE:	auc	_E_	vs	__L	0.09307
WILCOXTABLE:	auc	_E_	vs	IE_	0.00216
WILCOXTABLE:	auc	_E_	vs	_EL	0.13203
WILCOXTABLE:	auc	_E_	vs	IEL	0.00216
WILCOXTABLE:	auc	__L	vs	__L	1.00000
WILCOXTABLE:	auc	__L	vs	IE_	0.09307
WILCOXTABLE:	auc	__L	vs	_EL	0.48485
WILCOXTABLE:	auc	__L	vs	IEL	0.02597
WILCOXTABLE:	auc	IE_	vs	IE_	1.00000
WILCOXTABLE:	auc	IE_	vs	_EL	0.02597
WILCOXTABLE:	auc	IE_	vs	IEL	1.00000
WILCOXTABLE:	auc	I_L	vs	I__	0.58874
WILCOXTABLE:	auc	I_L	vs	_E_	0.00216
WILCOXTABLE:	auc	I_L	vs	__L	0.00866
WILCOXTABLE:	auc	I_L	vs	IE_	0.51299
WILCOXTABLE:	auc	I_L	vs	_EL	0.00216
WILCOXTABLE:	auc	I_L	vs	IEL	0.30952
WILCOXTABLE:	auc	_EL	vs	_EL	1.00000
WILCOXTABLE:	auc	_EL	vs	IEL	0.00433
WILCOXTABLE:	auc	IEL	vs	IEL	1.00000
TABLE: ##################################################################################
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: #         ref_tree: __L                                                   #
TABLE: #         ncolumns: 025                                                        #
TABLE: #         content : isone                                                     #
TABLE: #         mode    : avg                                                        #
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: ##################################################################################
TABLEISONE:		I__	_E_	__L	IE_	I_L	_EL	IEL	npp	%br.	#trees	rdepth	depth
TABLEISONE:	I__	0.273	0.091	0.127	0.255	0.327	0.091	0.255	314	 37.88	55	0.35	3.17	
TABLEISONE:	_E_	0.145	0.182	0.200	0.236	0.273	0.236	0.218	285	 34.38	55	0.36	3.07	
TABLEISONE:	__L	0.091	0.127	0.164	0.182	0.236	0.145	0.164	344	 41.50	55	0.36	3.26	
TABLEISONE:	IE_	0.278	0.167	0.185	0.444	0.481	0.204	0.370	209	 25.64	54	0.35	2.98	
TABLEISONE:	I_L	0.269	0.154	0.212	0.288	0.385	0.212	0.250	240	 30.53	52	0.35	3.04	
TABLEISONE:	_EL	0.127	0.200	0.200	0.236	0.291	0.255	0.236	253	 30.52	55	0.35	3.05	
TABLEISONE:	IEL	0.269	0.212	0.212	0.462	0.500	0.250	0.404	196	 24.94	52	0.35	2.97	
WILCOXTABLE:	isone	I__	vs	I__	1.00000
WILCOXTABLE:	isone	I__	vs	_E_	0.56710
WILCOXTABLE:	isone	I__	vs	__L	1.00000
WILCOXTABLE:	isone	I__	vs	IE_	0.37229
WILCOXTABLE:	isone	I__	vs	_EL	1.00000
WILCOXTABLE:	isone	I__	vs	IEL	1.00000
WILCOXTABLE:	isone	_E_	vs	_E_	1.00000
WILCOXTABLE:	isone	_E_	vs	__L	0.19264
WILCOXTABLE:	isone	_E_	vs	IE_	0.00649
WILCOXTABLE:	isone	_E_	vs	_EL	0.19048
WILCOXTABLE:	isone	_E_	vs	IEL	0.01515
WILCOXTABLE:	isone	__L	vs	__L	1.00000
WILCOXTABLE:	isone	__L	vs	IE_	0.01948
WILCOXTABLE:	isone	__L	vs	_EL	0.41126
WILCOXTABLE:	isone	__L	vs	IEL	0.03030
WILCOXTABLE:	isone	IE_	vs	IE_	1.00000
WILCOXTABLE:	isone	IE_	vs	_EL	0.09740
WILCOXTABLE:	isone	IE_	vs	IEL	0.61688
WILCOXTABLE:	isone	I_L	vs	I__	0.03030
WILCOXTABLE:	isone	I_L	vs	_E_	0.00216
WILCOXTABLE:	isone	I_L	vs	__L	0.00216
WILCOXTABLE:	isone	I_L	vs	IE_	0.17749
WILCOXTABLE:	isone	I_L	vs	_EL	0.00649
WILCOXTABLE:	isone	I_L	vs	IEL	0.07143
WILCOXTABLE:	isone	_EL	vs	_EL	1.00000
WILCOXTABLE:	isone	_EL	vs	IEL	0.16667
WILCOXTABLE:	isone	IEL	vs	IEL	1.00000
TABLE: ##################################################################################
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: #         ref_tree: _E_                                                   #
TABLE: #         ncolumns: 025                                                        #
TABLE: #         content : auc                                                     #
TABLE: #         mode    : avg                                                        #
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: ##################################################################################
TABLEAUC:		I__	_E_	__L	IE_	I_L	_EL	IEL	npp	%br.	#trees	rdepth	depth
TABLEAUC:	I__	0.934	0.773	0.798	0.921	0.931	0.792	0.902	316	 38.44	54	0.36	3.21	
TABLEAUC:	_E_	0.796	0.819	0.854	0.848	0.867	0.845	0.861	293	 35.34	55	0.36	3.11	
TABLEAUC:	__L	0.833	0.790	0.851	0.862	0.894	0.832	0.875	343	 41.38	55	0.36	3.26	
TABLEAUC:	IE_	0.902	0.838	0.864	0.920	0.930	0.858	0.914	211	 25.89	54	0.35	2.97	
TABLEAUC:	I_L	0.923	0.816	0.846	0.930	0.943	0.837	0.917	240	 30.53	52	0.35	3.04	
TABLEAUC:	_EL	0.828	0.836	0.882	0.877	0.904	0.868	0.893	253	 30.52	55	0.35	3.05	
TABLEAUC:	IEL	0.906	0.848	0.871	0.929	0.937	0.864	0.921	196	 24.94	52	0.35	2.97	
WILCOXTABLE:	auc	I__	vs	I__	1.00000
WILCOXTABLE:	auc	I__	vs	_E_	0.13203
WILCOXTABLE:	auc	I__	vs	__L	1.00000
WILCOXTABLE:	auc	I__	vs	IE_	0.58874
WILCOXTABLE:	auc	I__	vs	_EL	0.58874
WILCOXTABLE:	auc	I__	vs	IEL	1.00000
WILCOXTABLE:	auc	_E_	vs	_E_	1.00000
WILCOXTABLE:	auc	_E_	vs	__L	0.02597
WILCOXTABLE:	auc	_E_	vs	IE_	0.00216
WILCOXTABLE:	auc	_E_	vs	_EL	0.09307
WILCOXTABLE:	auc	_E_	vs	IEL	0.00216
WILCOXTABLE:	auc	__L	vs	__L	1.00000
WILCOXTABLE:	auc	__L	vs	IE_	0.09307
WILCOXTABLE:	auc	__L	vs	_EL	0.39394
WILCOXTABLE:	auc	__L	vs	IEL	0.01515
WILCOXTABLE:	auc	IE_	vs	IE_	1.00000
WILCOXTABLE:	auc	IE_	vs	_EL	0.01515
WILCOXTABLE:	auc	IE_	vs	IEL	1.00000
WILCOXTABLE:	auc	I_L	vs	I__	0.24026
WILCOXTABLE:	auc	I_L	vs	_E_	0.00216
WILCOXTABLE:	auc	I_L	vs	__L	0.00433
WILCOXTABLE:	auc	I_L	vs	IE_	0.30952
WILCOXTABLE:	auc	I_L	vs	_EL	0.00433
WILCOXTABLE:	auc	I_L	vs	IEL	0.24026
WILCOXTABLE:	auc	_EL	vs	_EL	1.00000
WILCOXTABLE:	auc	_EL	vs	IEL	0.00433
WILCOXTABLE:	auc	IEL	vs	IEL	1.00000
TABLE: ##################################################################################
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: #         ref_tree: _E_                                                   #
TABLE: #         ncolumns: 025                                                        #
TABLE: #         content : isone                                                     #
TABLE: #         mode    : avg                                                        #
TABLE: #                                                                                #
TABLE: #                                                                                #
TABLE: ##################################################################################
TABLEISONE:		I__	_E_	__L	IE_	I_L	_EL	IEL	npp	%br.	#trees	rdepth	depth
TABLEISONE:	I__	0.389	0.093	0.185	0.296	0.370	0.130	0.222	316	 38.44	54	0.36	3.21	
TABLEISONE:	_E_	0.109	0.127	0.236	0.200	0.236	0.218	0.218	293	 35.34	55	0.36	3.11	
TABLEISONE:	__L	0.109	0.091	0.164	0.218	0.236	0.145	0.200	343	 41.38	55	0.36	3.26	
TABLEISONE:	IE_	0.222	0.167	0.241	0.463	0.481	0.222	0.407	211	 25.89	54	0.35	2.97	
TABLEISONE:	I_L	0.269	0.135	0.231	0.327	0.423	0.231	0.288	240	 30.53	52	0.35	3.04	
TABLEISONE:	_EL	0.127	0.145	0.236	0.236	0.273	0.255	0.236	253	 30.52	55	0.35	3.05	
TABLEISONE:	IEL	0.231	0.212	0.250	0.500	0.519	0.288	0.423	196	 24.94	52	0.35	2.97	
WILCOXTABLE:	isone	I__	vs	I__	1.00000
